preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco;bairro_tratada;bairro_mais_barato
450000.0;85.0;3;2.0;2;Planalto;Rua Marechal Rondon;Planalto;0
360000.0;70.0;3;1.0;1;Santa Amélia;Rua Triângulo Mineiro;Santa Amélia;0
570000.0;105.0;3;2.0;2;Heliópolis;Rua Laura Brito Farias;Heliópolis;0
3430146.0;340.0;3;3.0;2;Anchieta;Rua Francisco Deslandes;Anchieta;0
865000.0;83.0;3;2.0;2;Palmares;Avenida Pedro Serafim Ferreira;Palmares;0
850000.0;121.0;3;2.0;4;Estoril;Rua Paulo Piedade Campos;Estoril;0
1865000.0;263.0;4;3.0;2;Cidade Nova;Rua Deputado Bernardino de Sena Figueiredo;Cidade Nova;0
2600000.0;264.0;4;1.0;3;Savassi;Rua Tomé de Souza;Savassi;0
2800000.0;184.0;4;3.0;4;Sion;Rua Chicago;Sion;0
690000.0;137.0;4;2.0;1;Sion;Rua Patagônia;Sion;0
1375200.0;151.0;4;3.0;3;Liberdade;Rua Aureliano Lessa;Liberdade;0
950000.0;212.0;3;2.0;3;Castelo;Rua Desembargador José Burnier;Castelo;0
658000.0;90.0;3;2.0;2;Ouro Preto;Rua Deputado André de Almeida;Ouro Preto;0
749000.0;57.0;2;1.0;1;Serra;Rua do Ouro;Serra;0
370000.0;60.0;1;1.0;1;Lourdes;Rua da Bahia;Lourdes;0
900000.0;150.0;3;3.0;5;Monsenhor Messias;Rua Francisco da Veiga;Outros;0
630000.0;100.0;3;2.0;1;Santo Agostinho;Rua Araguari;Santo Agostinho;0
1050000.0;190.0;4;3.0;2;Santo Agostinho;Rua Dias Adorno;Santo Agostinho;0
1250000.0;108.0;3;3.0;2;Castelo;Rua Castelo de Edimburgo;Castelo;0
390000.0;75.0;3;2.0;0;Floresta;Rua Curvelo;Floresta;0
550000.0;130.0;3;3.0;2;Caiçara-Adelaide;Rua Antônio Cesário da Rocha;Caiçara-Adelaide;0
2070000.0;143.0;4;5.0;3;Cidade Nova;Rua Professor Lincoln Continentino;Cidade Nova;0
960000.0;54.0;1;1.0;1;Funcionários;Rua dos Inconfidentes;Funcionários;0
447000.0;115.0;3;2.0;1;São João Batista;Praça Cultura Racional;São João Batista;0
870000.0;104.0;4;3.0;3;Buritis;Rua Lauro Ferreira;Buritis;0
950000.0;130.0;4;2.0;2;Gutierrez;Rua Nascimento Gurgel;Gutierrez;0
2275855.0;172.0;3;3.0;2;Sion;Rua Montevidéu;Sion;0
627814.0;75.0;2;2.0;2;São Lucas;Rua Salutares;São Lucas;0
1080000.0;82.0;3;3.0;2;Serra;Rua Angustura;Serra;0
1990000.0;209.0;4;6.0;4;Buritis;Rua Professora Bartira Mourão;Buritis;0
2050000.0;190.0;4;2.0;2;Santa Lúcia;Rua Barcelona;Santa Lúcia;0
1700000.0;190.0;4;3.0;3;Anchieta;Rua Joaquim Lustosa;Anchieta;0
330000.0;90.0;3;1.0;1;Grajaú;Rua Canaã;Grajaú;0
395000.0;40.0;1;1.0;1;Floresta;Avenida do Contorno;Floresta;0
630000.0;70.0;3;2.0;2;Itapoã;Rua Gumercindo Couto e Silva;Itapoã;0
3185084.0;152.0;4;4.0;3;Santo Agostinho;Rua dos Aimorés;Santo Agostinho;0
720000.0;89.0;3;2.0;2;Liberdade;Rua Custódio de Melo;Liberdade;0
677948.0;64.0;2;2.0;0;Centro;Rua dos Carijós;Centro;0
2100000.0;136.0;3;3.0;4;Luxemburgo;Rua Júlia Nunes Guerra;Luxemburgo;0
1590000.0;265.0;4;3.0;4;Jaraguá;Rua Bacupã;Jaraguá;0
910000.0;160.0;3;3.0;3;Santa Mônica;Rua do Carmelo;Santa Mônica;0
379000.0;55.0;2;1.0;1;Santa Mônica;Rua Frei Otto;Santa Mônica;0
792000.0;84.0;3;2.0;2;Buritis;Rua Eli Seabra Filho;Buritis;0
720000.0;125.0;3;2.0;1;Santa Lúcia;Rua Barcelona;Santa Lúcia;0
885531.0;55.0;1;1.0;2;Barro Preto;Rua Juiz de Fora;Barro Preto;0
623000.0;76.0;2;2.0;2;São Luiz;Avenida Santa Rosa;São Luiz;0
1120000.0;120.0;3;3.0;0;Buritis;Rua José Hemetério Andrade;Buritis;0
890000.0;80.0;3;2.0;2;Planalto;Rua Hélio Baggetti;Planalto;0
1500000.0;250.0;3;2.0;3;Planalto;Rua Monsenhor Negromonte;Planalto;0
3300000.0;293.0;4;7.0;6;Castelo;Rua Castelo de Amieira;Castelo;0
899000.0;105.0;4;3.0;3;Buritis;Rua Lauro Ferreira;Buritis;0
1645000.0;63.0;2;2.0;2;Lourdes;Rua Curitiba;Lourdes;0
790000.0;130.0;4;3.0;2;Buritis;Rua Francisco Fernandes dos Santos;Buritis;0
995000.0;190.0;3;3.0;2;Buritis;Rua Ulisses Marcondes Escobar;Buritis;0
979000.0;156.0;3;2.0;2;Santa Mônica;Rua do Carmelo;Santa Mônica;0
389900.0;62.0;2;1.0;1;Santa Mônica;Rua Tapirapes;Santa Mônica;0
739000.0;150.0;3;2.0;2;Santa Mônica;Rua do Carmelo;Santa Mônica;0
420000.0;90.0;2;2.0;1;Piratininga;Rua Pedra Coral;Piratininga;0
950000.0;105.0;3;2.0;2;Santa Amélia;Rua Saide Haddad Antônio;Santa Amélia;0
403000.0;70.0;3;1.0;1;Ventosa;Rua Paulo Piedade Campos;Outros;0
1720000.0;82.0;3;2.0;2;Lourdes;Rua Gonçalves Dias;Lourdes;0
540000.0;130.0;3;2.0;2;Sagrada Família;Rua Santo Agostinho;Sagrada Família;0
1189000.0;176.0;3;3.0;3;Padre Eustáquio;Rua Henrique Gorceix;Padre Eustáquio;0
670000.0;155.0;4;3.0;2;São Lucas;Rua Cabrália;São Lucas;0
1064091.0;142.0;3;3.0;2;Sagrada Família;Rua Santa Bárbara;Sagrada Família;0
720000.0;95.0;3;2.0;1;Lourdes;Rua Rio de Janeiro;Lourdes;0
480000.0;62.0;3;2.0;2;Sagrada Família;Rua Santa Marta;Sagrada Família;0
3700000.0;424.0;4;3.0;4;Serra;Rua Alumínio;Serra;0
1300000.0;204.0;3;2.0;3;Diamante;Rua Antônio Alves;Diamante;0
530000.0;75.0;3;2.0;2;Santa Amélia;Rua Saide Haddad Antônio;Santa Amélia;0
1200000.0;135.0;4;5.0;3;Dona Clara;Rua Bento Mendes Castanheira;Dona Clara;0
210000.0;44.0;2;1.0;1;Camargos;Rua Titânio;Outros;0
798000.0;64.0;2;1.0;2;Santo Antônio;Rua Teixeira de Freitas;Santo Antônio;0
1990000.0;181.0;4;3.0;3;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0
800000.0;174.0;3;3.0;2;Concórdia;Rua Jequiá;Concórdia;0
1500000.0;122.0;4;4.0;2;Paquetá;Rua Constantino Siqueira dos Santos;Paquetá;0
1908000.0;160.0;4;2.0;2;Funcionários;Rua dos Aimorés;Funcionários;0
1490000.0;107.0;3;3.0;3;Ouro Preto;Rua Chehade Nasser;Ouro Preto;0
850000.0;132.0;4;2.0;2;Santo Antônio;Rua São João Evangelista;Santo Antônio;0
790000.0;85.0;3;1.0;2;São Pedro;Rua Coral;São Pedro;0
1200000.0;87.0;2;2.0;2;Santo Agostinho;Rua Martim de Carvalho;Santo Agostinho;0
2190000.0;192.0;4;4.0;3;Palmares;Rua Joviano Naves;Palmares;0
640000.0;140.0;3;3.0;2;Santa Mônica;Rua Dorival Machado;Santa Mônica;0
2365000.0;145.0;4;4.0;4;Gutierrez;Rua Oscar Trompowsky;Gutierrez;0
1425827.0;162.0;3;5.0;3;Buritis;Avenida Aggeo Pio Sobrinho;Buritis;0
898000.0;73.0;3;2.0;2;Buritis;Avenida José de Oliveira Vaz;Buritis;0
795000.0;152.0;4;3.0;2;Sagrada Família;Rua Santo Agostinho;Sagrada Família;0
575000.0;119.0;3;2.0;1;Cruzeiro;Rua Pium-I;Cruzeiro;0
1460000.0;128.0;4;3.0;3;Buritis;Rua José Hemetério Andrade;Buritis;0
2309616.0;149.0;2;2.0;2;Carmo;Rua Grão Mogol;Carmo;0
1200000.0;130.0;3;3.0;2;Planalto;Rua José Oscar Barreira;Planalto;0
350000.0;60.0;2;1.0;1;Serra;Rua do Ouro;Serra;0
590000.0;62.0;1;1.0;1;Estoril;Rua José Laporte Neto;Estoril;0
1917182.0;135.0;2;3.0;3;São Pedro;Rua Padre Odorico;São Pedro;0
670000.0;78.0;2;2.0;1;Alto Barroca;Rua Conselheiro Saraiva;Alto Barroca;0
960000.0;106.0;4;2.0;2;Liberdade;Rua Frei Manoel da Cruz;Liberdade;0
2100000.0;280.0;4;2.0;2;Santo Agostinho;Rua Araguari;Santo Agostinho;0
675000.0;190.0;3;1.0;2;Estoril;Rua Paulo Piedade Campos;Estoril;0
520000.0;103.0;3;3.0;2;Carlos Prates;Rua Lagoa Santa;Carlos Prates;0
430000.0;87.0;3;3.0;1;Santa Mônica;Rua do Carmelo;Santa Mônica;0
2021397.0;83.0;2;2.0;1;Savassi;Rua Fernandes Tourinho;Savassi;0
513000.0;62.0;3;2.0;1;Castelo;Rua Radialista Ubaldo Ferreira;Castelo;0
1100000.0;69.0;2;3.0;3;São Pedro;Rua Major Lopes;São Pedro;0
716000.0;79.0;2;1.0;0;Gutierrez;Rua Benjamim Jacob;Gutierrez;0
595000.0;90.0;3;1.0;2;Vila Cloris;Rua das Tangerinas;Vila Cloris;0
350000.0;68.0;3;2.0;2;Santa Mônica;Rua Gonçalves Magalhães;Santa Mônica;0
990000.0;67.0;2;1.0;2;Luxemburgo;Rua Alves do Vale;Luxemburgo;0
850000.0;135.0;3;3.0;2;Manacás;Rua Francisco Magalhães Gomes;Manacás;0
850000.0;130.0;4;3.0;2;Grajaú;Rua Aristóteles Caldeira;Grajaú;0
750000.0;140.0;4;3.0;2;Gutierrez;Rua Marechal Bitencourt;Gutierrez;0
700000.0;156.0;3;1.0;2;Santa Lúcia;Rua Centauro;Santa Lúcia;0
4500000.0;280.0;4;5.0;4;Serra;Rua Bambuí;Serra;0
1356000.0;77.0;3;3.0;2;Santo Agostinho;Rua Juiz de Fora;Santo Agostinho;0
380000.0;60.0;3;1.0;3;Estrela do Oriente;Rua das Canoas;Outros;0
2500000.0;159.0;4;4.0;3;Belvedere;Rua Elza Brandão Rodarte;Belvedere;0
900000.0;72.0;2;2.0;2;Serra;Rua Oriente;Serra;0
3100000.0;330.0;4;4.0;5;Serra;Rua Serranos;Serra;0
540000.0;71.0;3;2.0;2;Paquetá;Rua Gustavo Ladeira;Paquetá;0
2166000.0;127.0;3;3.0;2;Savassi;Rua Antônio de Albuquerque;Savassi;0
3000000.0;300.0;4;5.0;4;Funcionários;Rua Maranhão;Funcionários;0
1253330.0;62.0;2;2.0;1;Gutierrez;Rua Almirante Alexandrino;Gutierrez;0
1597000.0;115.0;3;3.0;2;Castelo;Rua Castelo de Abrantes;Castelo;0
1590000.0;120.0;4;3.0;2;Castelo;Rua Castelo Guimarães;Castelo;0
450000.0;85.0;4;2.0;1;Buritis;Rua Paulo Diniz Carneiro;Buritis;0
420000.0;92.0;3;2.0;1;Minaslândia;Rua José Ambrósio Diniz;Outros;0
940000.0;190.0;3;3.0;2;Minas Brasil;Avenida Padre Vieira;Outros;0
399000.0;35.0;1;2.0;1;Coração Eucarístico;Rua Dom Lúcio Antunes;Coração Eucarístico;0
2511600.0;156.0;4;4.0;3;Santo Antônio;Rua Primavera;Santo Antônio;0
1383907.0;78.0;2;2.0;2;Boa Viagem;Rua Alagoas;Boa Viagem;0
1035700.0;59.0;2;1.0;2;Santa Efigênia;Rua Álvares Maciel;Santa Efigênia;0
4950000.0;275.0;4;6.0;5;Belvedere;Rua Engenheiro Walter Kurrle;Belvedere;0
1900000.0;147.0;4;4.0;3;Buritis;Rua Tito Guimarães;Buritis;0
540000.0;100.0;3;2.0;2;Santo Antônio;Rua Deputado Álvaro Sales;Santo Antônio;0
700000.0;110.0;3;2.0;2;Ouro Preto;Rua Adma Saba Paiva;Ouro Preto;0
1100000.0;140.0;3;2.0;2;Luxemburgo;Rua Henrique Sales;Luxemburgo;0
1470000.0;90.0;1;2.0;1;Boa Viagem;Rua dos Aimorés;Boa Viagem;0
720000.0;78.0;2;3.0;2;Buritis;Rua Tereza Mota Valadares;Buritis;0
535000.0;78.0;3;2.0;2;Heliópolis;Rua Doutor Cinyras Ladeira;Heliópolis;0
1398590.0;152.0;2;2.0;2;Barro Preto;Rua dos Timbiras;Barro Preto;0
2483063.0;112.0;3;3.0;2;Boa Viagem;Rua Alagoas;Boa Viagem;0
1050000.0;135.0;4;4.0;3;Liberdade;Rua Carmelino Pinto Coelho;Liberdade;0
1330000.0;82.0;2;2.0;2;Sion;Praça Deputado Renato Azeredo;Sion;0
790000.0;78.0;3;2.0;2;Serra;Rua Capelinha;Serra;0
650000.0;70.0;3;2.0;1;Paquetá;Rua Gustavo Ladeira;Paquetá;0
1390000.0;142.0;4;4.0;3;Buritis;Rua Professor Miguel de Souza;Buritis;0
750000.0;68.0;3;2.0;2;Buritis;Rua Doutor Lucídio Avelar;Buritis;0
1060000.0;130.0;3;2.0;2;Castelo;Rua Cecília Fonseca Coutinho;Castelo;0
799000.0;175.0;3;3.0;3;Santa Amélia;Rua Augusto Clementino;Santa Amélia;0
1450000.0;190.0;4;3.0;1;Santo Antônio;Rua Paulo Afonso;Santo Antônio;0
1149000.0;150.0;4;3.0;2;Anchieta;Rua Rogério Fajardo;Anchieta;0
330000.0;44.0;2;1.0;1;Santa Maria;Rua das Pérolas;Outros;0
650000.0;122.0;3;2.0;1;Santo Antônio;Rua Benjamim Flores;Santo Antônio;0
1340000.0;73.0;3;2.0;2;São Lucas;Rua Manaus;São Lucas;0
685000.0;95.0;3;2.0;1;Calafate;Rua Turquesa;Calafate;0
1048000.0;130.0;3;2.0;2;Itapoã;Rua Gumercindo Couto e Silva;Itapoã;0
1548298.0;97.0;3;3.0;2;Anchieta;Rua Francisco Deslandes;Anchieta;0
650000.0;116.0;3;3.0;2;Caiçara-Adelaide;Rua Aspásia;Caiçara-Adelaide;0
700000.0;90.0;3;2.0;2;Palmares;Rua Itajaí;Palmares;0
890000.0;138.0;2;2.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia;Buritis;0
1366605.0;84.0;3;3.0;2;Serra;Rua Bambuí;Serra;0
480000.0;80.0;3;2.0;0;Jardim América;Rua Santos;Jardim América;0
690000.0;78.0;3;2.0;1;Santo Antônio;Rua Mar de Espanha;Santo Antônio;0
2150000.0;280.0;4;5.0;5;Buritis;Rua Pedro Natalício de Morais;Buritis;0
580000.0;90.0;3;1.0;1;Planalto;Rua Francisco Augusto Rocha;Planalto;0
600000.0;105.0;3;1.0;1;Gutierrez;Rua Marechal Hermes;Gutierrez;0
1277071.0;54.0;1;1.0;1;Savassi;Rua Fernandes Tourinho;Savassi;0
950000.0;70.0;3;2.0;2;Boa Viagem;Rua Alagoas;Boa Viagem;0
690000.0;100.0;4;2.0;2;Buritis;Rua Doutor Célio Andrade;Buritis;0
720000.0;91.0;3;3.0;3;Caiçara-Adelaide;Rua Zenite;Caiçara-Adelaide;0
520000.0;55.0;2;2.0;2;Buritis;Rua Orlando Moretzsohn;Buritis;0
1200000.0;280.0;4;4.0;3;Gutierrez;Rua Professor Baroni;Gutierrez;0
880000.0;176.0;3;2.0;2;Sion;Rua do Uruguai;Sion;0
740000.0;90.0;3;3.0;2;Santo Antônio;Rua Matipó;Santo Antônio;0
1242000.0;70.0;2;3.0;1;São Pedro;Rua Padre Odorico;São Pedro;0
920000.0;201.0;3;3.0;2;Santa Rosa;Rua Quintino Bocaiúva;Santa Rosa;0
2024053.0;98.0;3;2.0;2;Santo Antônio;Rua Abre Campo;Santo Antônio;0
580000.0;140.0;3;3.0;3;Santa Mônica;Rua dos Bororós;Santa Mônica;0
1725000.0;134.0;4;4.0;2;Prado;Rua Turmalina;Prado;0
750000.0;76.0;3;3.0;2;São Luiz;Rua Padre Silveira Lobo;São Luiz;0
2745600.0;156.0;4;5.0;3;Santo Antônio;Rua Primavera;Santo Antônio;0
3074000.0;240.0;3;4.0;3;Santo Antônio;Rua Rafael Magalhães;Santo Antônio;0
2269000.0;140.0;3;3.0;3;Santo Antônio;Rua Rafael Magalhães;Santo Antônio;0
1050000.0;40.0;1;1.0;1;Santo Agostinho;Rua dos Aimorés;Santo Agostinho;0
1244719.0;68.0;2;2.0;2;Lourdes;Rua Espírito Santo;Lourdes;0
960000.0;24.0;2;2.0;2;Santa Efigênia;Rua Padre Marinho;Santa Efigênia;0
870000.0;84.0;3;2.0;2;Buritis;Rua Eli Seabra Filho;Buritis;0
2069320.0;110.0;3;3.0;2;Lourdes;Rua Santa Catarina;Lourdes;0
900000.0;100.0;3;2.0;2;Serra;Rua Itapemirim;Serra;0
790000.0;119.0;2;2.0;2;Santo Antônio;Rua Renato Falci;Santo Antônio;0
1155000.0;207.0;3;3.0;4;Santa Amélia;Rua dos Expedicionários;Santa Amélia;0
460000.0;141.0;3;2.0;1;Cidade Nova;Rua Doutor Júlio Otaviano Ferreira;Cidade Nova;0
1200000.0;182.0;3;2.0;3;Itapoã;Rua Dona Queridinha;Itapoã;0
1450000.0;130.0;2;3.0;1;Serra;Rua do Ouro;Serra;0
589000.0;107.0;2;2.0;1;Santa Mônica;Rua Dorival Machado;Santa Mônica;0
890000.0;120.0;3;2.0;2;Santa Mônica;Rua Olavo Bilac;Santa Mônica;0
550000.0;64.0;3;2.0;1;Santa Branca;Rua Paulo França Cruzeiro;Santa Branca;0
600000.0;66.0;2;2.0;1;Castelo;Rua Castelo Évora;Castelo;0
490000.0;180.0;3;2.0;1;Alto Caiçaras;Rua Amaro Ribeiro Coelho;Alto Caiçaras;0
1245000.0;82.0;3;3.0;2;Lourdes;Avenida Álvares Cabral;Lourdes;0
490000.0;70.0;2;2.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia;Buritis;0
850000.0;130.0;4;3.0;2;Grajaú;Rua Camapuan;Grajaú;0
3800000.0;205.0;4;4.0;4;Santo Agostinho;Rua Paracatu;Santo Agostinho;0
950000.0;180.0;4;3.0;2;Coração de Jesus;Avenida Prudente de Morais;Coração de Jesus;0
750000.0;93.0;3;2.0;2;Barreiro;Rua Jader Campos Guimarães;Barreiro;0
750000.0;85.0;3;2.0;2;Santa Mônica;Rua Olavo Bilac;Santa Mônica;0
550000.0;50.0;2;2.0;2;Serra;Rua Capivari;Serra;0
440000.0;60.0;3;2.0;1;Buritis;Rua Doutor Lucídio Avelar;Buritis;0
1591688.0;115.0;3;3.0;2;Luxemburgo;Rua Engenheiro Albert Scharle;Luxemburgo;0
990000.0;112.0;2;2.0;2;Cruzeiro;Rua Mestre Lucas;Cruzeiro;0
2900000.0;264.0;4;3.0;3;Lourdes;Rua Espírito Santo;Lourdes;0
1240000.0;241.0;3;3.0;2;Castelo;Rua José Mendes de Carvalho;Castelo;0
3019000.0;126.0;4;3.0;3;Savassi;Rua Antônio de Albuquerque;Savassi;0
850000.0;75.0;3;3.0;1;Itapoã;Rua José Oscar Barreira;Itapoã;0
299000.0;50.0;2;1.0;1;Santa Amélia;Rua Manoel Eustáquio;Santa Amélia;0
650000.0;75.0;2;2.0;1;Santo Antônio;Rua Nunes Vieira;Santo Antônio;0
650000.0;70.0;3;2.0;2;Caiçara-Adelaide;Rua Atlântida;Caiçara-Adelaide;0
890000.0;65.0;2;2.0;2;Santa Efigênia;Rua Padre Marinho;Santa Efigênia;0
1780000.0;200.0;4;2.0;2;Funcionários;Rua Maranhão;Funcionários;0
349000.0;49.0;2;2.0;2;Santa Branca;Rua Graça Aranha;Santa Branca;0
1300000.0;115.0;4;3.0;2;Funcionários;Rua dos Timbiras;Funcionários;0
570000.0;90.0;3;2.0;0;Centro;Avenida Afonso Pena;Centro;0
548000.0;67.0;3;2.0;2;Santa Mônica;Rua dos Javaês;Santa Mônica;0
1900000.0;103.0;3;3.0;2;Cruzeiro;Rua Pium-I;Cruzeiro;0
2676000.0;186.0;4;3.0;3;Santo Antônio;Rua Rafael Magalhães;Santo Antônio;0
430000.0;110.0;3;3.0;1;São João Batista;Rua Santa Maria Bertilla;São João Batista;0
910000.0;91.0;3;2.0;2;Ouro Preto;Rua Conceição do Mato Dentro;Ouro Preto;0
325731.0;46.0;2;1.0;1;Palmeiras;Rua Antônio de Andrade Mendes;Palmeiras;0
950000.0;108.0;3;2.0;2;Planalto;Rua Hélio Salomão;Planalto;0
718900.0;54.0;1;1.0;1;Santa Efigênia;Avenida do Contorno;Santa Efigênia;0
1200000.0;100.0;2;2.0;2;Carmo;Rua Rio Verde;Carmo;0
380000.0;83.0;3;2.0;2;Padre Eustáquio;Rua Paulo Nehmy;Padre Eustáquio;0
1699000.0;86.0;3;3.0;2;Santo Agostinho;Rua Alvarenga Peixoto;Santo Agostinho;0
1400000.0;210.0;3;3.0;4;Buritis;Rua Henrique Furtado Portugal;Buritis;0
470000.0;67.0;2;2.0;1;Brasil Industrial;Rua F;Outros;0
1110000.0;122.0;3;2.0;2;Buritis;Rua Esmeraldo Botelho;Buritis;0
3150000.0;180.0;4;3.0;3;Belvedere;Rua João Antônio Azeredo;Belvedere;0
650000.0;160.0;2;2.0;2;Itapoã;Rua Rosa Maria Savassi;Itapoã;0
385000.0;85.0;4;2.0;1;Buritis;Rua José Hemetério Andrade;Buritis;0
1790000.0;123.0;2;3.0;0;Carmo;Rua Paraguai;Carmo;0
254900.0;50.0;2;1.0;1;Jardim dos Comerciários;Rua José Leite Silva;Outros;0
1360000.0;73.0;3;2.0;2;São Lucas;Rua Manaus;São Lucas;0
700000.0;131.0;3;2.0;1;Caiçaras;Rua Rosinha Sigaud;Caiçaras;0
954705.0;41.0;1;1.0;0;Savassi;Rua Fernandes Tourinho;Savassi;0
2890000.0;150.0;4;5.0;3;Sion;Avenida dos Bandeirantes;Sion;0
580000.0;180.0;3;3.0;2;Liberdade;Rua Doutor Teles;Liberdade;0
1290000.0;225.0;4;4.0;3;Gutierrez;Rua Professor Baroni;Gutierrez;0
550000.0;53.0;1;1.0;1;Savassi;Rua Santa Rita Durão;Savassi;0
370000.0;50.0;2;1.0;0;Manacás;Rua Santo Onofre;Manacás;0
990000.0;64.0;2;2.0;2;Santa Efigênia;Rua Grão Pará;Santa Efigênia;0
1450711.0;166.0;4;4.0;3;Castelo;Rua Castelo de Abrantes;Castelo;0
700000.0;87.0;2;2.0;2;Castelo;Rua Castelo de Abrantes;Castelo;0
869000.0;94.0;3;2.0;2;Itapoã;Rua Montese;Itapoã;0
721600.0;80.0;3;2.0;2;Renascença;Rua Tefé;Renascença;0
1870000.0;156.0;4;5.0;3;Santo Antônio;Rua Professor Aníbal Mattos;Santo Antônio;0
290000.0;47.0;2;1.0;1;Jardim América;Rua Curitibanos;Jardim América;0
700000.0;156.0;3;3.0;2;Planalto;Rua Josué Azevedo;Planalto;0
1500000.0;104.0;2;2.0;2;Santo Agostinho;Rua Martim de Carvalho;Santo Agostinho;0
900000.0;204.0;4;3.0;1;Luxemburgo;Rua Guaicuí;Luxemburgo;0
2500000.0;300.0;4;5.0;3;Luxemburgo;Avenida Raja Gabaglia;Luxemburgo;0
1480000.0;180.0;4;3.0;4;Luxemburgo;Rua Aníbal Gontijo;Luxemburgo;0
597000.0;95.0;3;2.0;1;Ouro Preto;Rua Jesus Machado Gontijo;Ouro Preto;0
1590000.0;69.0;2;2.0;2;Lourdes;Rua Rio de Janeiro;Lourdes;0
550000.0;55.0;2;2.0;2;Santa Terezinha;Rua Dona Carmem;Santa Terezinha;0
510000.0;98.0;3;2.0;1;Serra;Rua Guaxupé;Serra;0
630000.0;103.0;3;3.0;2;Sagrada Família;Rua Santa Marta;Sagrada Família;0
2230000.0;116.0;3;2.0;2;Lourdes;Rua Alvarenga Peixoto;Lourdes;0
699486.0;63.0;1;1.0;1;Ouro Preto;Avenida Fleming;Ouro Preto;0
1492605.0;72.0;2;3.0;2;Lourdes;Rua Alvarenga Peixoto;Lourdes;0
764000.0;62.0;2;1.0;3;Jardim América;Rua Gama Cerqueira;Jardim América;0
3661672.0;188.0;4;5.0;4;Gutierrez;Rua Oscar Trompowsky;Gutierrez;0
1067990.0;66.0;3;2.0;2;Coração de Jesus;Rua Professor Otto Cirne;Coração de Jesus;0
1650000.0;147.0;4;4.0;2;Luxemburgo;Rua Flavita Bretas;Luxemburgo;0
680000.0;100.0;3;2.0;2;Santo Antônio;Rua Abre Campo;Santo Antônio;0
920000.0;120.0;3;2.0;2;Buritis;Rua Henrique Furtado Portugal;Buritis;0
2023000.0;142.0;4;4.0;2;Santo Antônio;Rua Leopoldina;Santo Antônio;0
1051579.0;58.0;2;2.0;2;Serra;Rua Oriente;Serra;0
1200000.0;140.0;4;2.0;2;Anchieta;Rua Joaquim Linhares;Anchieta;0
490000.0;90.0;3;2.0;2;Santo Antônio;Rua Professor Aníbal Mattos;Santo Antônio;0
770000.0;98.0;3;3.0;3;Padre Eustáquio;Rua Carioca;Padre Eustáquio;0
749000.0;87.0;3;2.0;2;Castelo;Rua Desembargador José Burnier;Castelo;0
600000.0;142.0;4;2.0;2;Ipiranga;Rua Pio X;Ipiranga;0
405000.0;56.0;2;1.0;1;Castelo;Avenida Miguel Perrela;Castelo;0
710000.0;87.0;2;2.0;2;Buritis;Rua Professor Euclydes Ferreira;Buritis;0
457320.0;57.0;2;1.0;2;Barreiro;Avenida Afonso Vaz de Melo;Barreiro;0
1089000.0;86.0;3;3.0;2;Santo Antônio;Rua Carlos Gomes;Santo Antônio;0
1250000.0;124.0;4;3.0;3;Buritis;Rua Doutor Célio Andrade;Buritis;0
349000.0;50.0;2;2.0;1;Copacabana;Avenida Presidente;Copacabana;0
680000.0;170.0;3;4.0;2;Palmares;Rua Professor Tabajara Pedroso;Palmares;0
1271500.0;73.0;3;3.0;2;Santa Efigênia;Rua Padre Marinho;Santa Efigênia;0
1428500.0;249.0;3;3.0;2;Buritis;Rua Maria Heilbuth Surette;Buritis;0
1265416.0;104.0;2;2.0;2;Anchieta;Rua Montes Claros;Anchieta;0
2100000.0;140.0;4;3.0;3;Anchieta;Rua Samuel Pereira;Anchieta;0
1490000.0;90.0;3;2.0;2;Lourdes;Rua São Paulo;Lourdes;0
2500000.0;188.0;4;6.0;4;São Luiz;Alameda das Acácias;São Luiz;0
750000.0;92.0;3;2.0;2;Castelo;Rua José Mendes de Carvalho;Castelo;0
1500000.0;230.0;3;4.0;3;Santa Amélia;Avenida Portugal;Santa Amélia;0
2650000.0;240.0;4;5.0;3;Savassi;Rua Ceará;Savassi;0
490000.0;79.0;2;2.0;1;Santa Mônica;Rua Janete Clair;Santa Mônica;0
5000000.0;270.0;4;4.0;4;Belvedere;Rua Vicente Guimarães;Belvedere;0
1295000.0;78.0;3;2.0;2;São Pedro;Rua Viçosa;São Pedro;0
1830000.0;249.0;4;3.0;2;Lourdes;Rua Antônio Aleixo;Lourdes;0
1285000.0;78.0;3;2.0;2;São Pedro;Rua Viçosa;São Pedro;0
1000000.0;115.0;3;2.0;0;Lourdes;Avenida Álvares Cabral;Lourdes;0
1389990.0;206.0;4;3.0;2;Lourdes;Rua Fernandes Tourinho;Lourdes;0
3300000.0;211.0;4;5.0;4;Luxemburgo;Rua Professor Júlio Mourão;Luxemburgo;0
1533300.0;165.0;4;3.0;3;Castelo;Rua Castelo de Abrantes;Castelo;0
720000.0;73.0;3;2.0;2;Ouro Preto;Rua Professor Domício Murta;Ouro Preto;0
4958835.0;232.0;3;1.0;2;Lourdes;Rua Felipe dos Santos;Lourdes;0
410000.0;56.0;2;1.0;1;Planalto;Rua Francisco Augusto Rocha;Planalto;0
380000.0;64.0;2;1.0;1;Copacabana;Rua Princesa Isabel;Copacabana;0
