Preço;Tamanho;Quartos;Banheiros;Vagas;Bairro;Endereço
R$ 1.914.770;Tamanho do imóvel107 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Savassi;Rua Antônio de Albuquerque
R$ 4.500.000;Tamanho do imóvel274 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem5;Belvedere;Rua Engenheiro Walter Kurrle
R$ 490.000;Tamanho do imóvel79 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Paquetá;Rua Antenor Prata
R$ 545.660;Tamanho do imóvel64 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1-2;Alto Caiçaras;Rua Hélio Lazzarotti
R$ 280.000;Tamanho do imóvel50 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem1;Nova Cachoeirinha;Rua Henrique Diniz
R$ 420.000;Tamanho do imóvel65 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Buritis;Rua Tereza Mota Valadares
A partir de R$ 750.000;Tamanho do imóvel53 m²;Quantidade de quartos1-3;Quantidade de banheiros1-2;Quantidade de vagas de garagem1-2;Coração de Jesus;Rua Professor Otto Cirne
R$ 630.000;Tamanho do imóvel85 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Mônica;Rua do Carmelo
R$ 660.000;Tamanho do imóvel110 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Cidade Nova;Rua João Arantes
R$ 630.000;Tamanho do imóvel100 m²;Quantidade de quartos2;Quantidade de banheiros1-2;Quantidade de vagas de garagem2;Araguaia;Rua Santa Alexandrina
N/D;Tamanho do imóvel101-148 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Branca;Rua Norte
R$ 520.000;Tamanho do imóvel102 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Colégio Batista;Rua Guanhães
N/D;Tamanho do imóvel62 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Palmares;Rua Joaquim Ribeiro Costa
A partir de R$ 1.053.000;Tamanho do imóvel62 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Centro;Rua Santa Catarina
N/D;Tamanho do imóvel140 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem2;Caiçara-Adelaide;Rua Mayrink
R$ 710.000;Tamanho do imóvel58 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1-2;Serra;Rua Chefe Pereira
R$ 535.000;Tamanho do imóvel70 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Mônica;
R$ 1.200.000;Tamanho do imóvel95 m²;Quantidade de quartos3;Quantidade de banheiros1-3;Quantidade de vagas de garagem2;Santo Antônio;Rua Leopoldina
N/D;Tamanho do imóvel142 m²;Quantidade de quartos4;Quantidade de banheiros2-3;Quantidade de vagas de garagem2;Carmo;Rua Grão Mogol
R$ 565.000;Tamanho do imóvel80 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Palmeiras;Rua Doutor Djalma Carneiro
A partir de R$ 550.000;Tamanho do imóvel54-68 m²;Quantidade de quartos2-3;Quantidade de banheiros1-2;Quantidade de vagas de garagem1-2;Pampulha;Rua General Aranha
R$ 930.000;Tamanho do imóvel100 m²;Quantidade de quartos2;Quantidade de banheiros3;Quantidade de vagas de garagem3;Pampulha;Rua dos Aeroviários
R$ 440.000;Tamanho do imóvel70 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem1;Ouro Preto;Rua Flor-de-esparódia
R$ 635.000;Tamanho do imóvel64 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Buritis;Rua Eli Seabra Filho
N/D;Tamanho do imóvel98 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;Lourdes;Avenida Olegário Maciel
R$ 884.337;Tamanho do imóvel72 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;Rua Professora Bartira Mourão
R$ 530.000;Tamanho do imóvel80 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Sagrada Família;Rua Conselheiro Lafaiete
R$ 1.990.000;Tamanho do imóvel92 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Lourdes;Rua Espírito Santo
R$ 1.080.000;Tamanho do imóvel88 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;Avenida José de Oliveira Vaz
A partir de R$ 500.000;Tamanho do imóvel52-57 m²;Quantidade de quartos1-2;Quantidade de banheiros1;Quantidade de vagas de garagem1-2;Palmeiras;Rua Senhora do Porto
N/D;Tamanho do imóvel86 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Serrano;Rua Shirley Regina das Chagas
R$ 590.000;Tamanho do imóvel65 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Cidade Nova;Rua Elyseu Dias Coelho
R$ 480.000;Tamanho do imóvel82 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Heliópolis;Rua Nair Pentagna Guimarães
R$ 680.000;Tamanho do imóvel100 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem3;Castelo;Rua Romualdo Lopes Cançado
R$ 560.000;Tamanho do imóvel165 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem2;Cruzeiro;Rua Muzambinho
R$ 450.000;Tamanho do imóvel55 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Palmeiras;Rua Senhora do Porto
A partir de R$ 1.271.484;Tamanho do imóvel63-167 m²;Quantidade de quartos2-3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Boa Viagem;Rua dos Aimorés
R$ 749.000;Tamanho do imóvel64 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santo Antônio;Rua Carlos Gomes
R$ 1.250.000;Tamanho do imóvel112 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3;Buritis;Rua Engenheiro Alberto Pontes
R$ 1.116.900;Tamanho do imóvel94-97 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2-3;Buritis;Rua Maria Heilbuth Surette
R$ 550.000;Tamanho do imóvel61 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Silveira;Avenida Cristiano Machado
R$ 541.000;Tamanho do imóvel65 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Palmeiras;Rua Senhora do Porto
R$ 500.000;Tamanho do imóvel103 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem1;Palmares;Rua Jorge Angel Livraga
A partir de R$ 485.674;Tamanho do imóvel55-1202 m²;Quantidade de quartos2-3;Quantidade de banheiros2;Quantidade de vagas de garagem1-2;Santa Terezinha;Avenida Heráclito Mourão de Miranda
R$ 1.150.000;Tamanho do imóvel200 m²;Quantidade de quartos4;Quantidade de banheiros1;Quantidade de vagas de garagem3;Gutierrez;Rua Porto Carrero
R$ 880.000;Tamanho do imóvel89 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Padre Eustáquio;Rua Dona Noemi
R$ 1.261.498;Tamanho do imóvel73 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Santa Efigênia;Rua Padre Marinho
R$ 920.000;Tamanho do imóvel85 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;Avenida Aggeo Pio Sobrinho
R$ 310.000;Tamanho do imóvel80 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Copacabana;Rua Olavo Bilac
R$ 400.000;Tamanho do imóvel67 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Santa Amélia;Praça Manoel Antônio de Carvalho
R$ 5.500.000;Tamanho do imóvel199-516 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem3-4;Lourdes;Rua Espírito Santo
R$ 533.950;Tamanho do imóvel50 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Padre Eustáquio;Rua Curupaiti
R$ 1.199.000;Tamanho do imóvel123 m²;Quantidade de quartos4;Quantidade de banheiros2;Quantidade de vagas de garagem3;Buritis;Rua Vitório Magnavacca
R$ 341.990;Tamanho do imóvel47 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Havaí;Rua Zilda Gama
R$ 330.000;Tamanho do imóvel51 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem2;São João Batista (Venda Nova);Rua Antônio Orlindo de Castro
R$ 550.000;Tamanho do imóvel53 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem2;Buritis;Rua Sílvio Menicucci
R$ 1.980.000;Tamanho do imóvel170 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem3;Vila Paris;Rua Padre Francisco Arantes
A partir de R$ 570.000;Tamanho do imóvel48-112 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1-2;Barro Preto;Rua dos Goitacazes
R$ 1.249.000;Tamanho do imóvel84 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Cruzeiro;Rua Pium-I
R$ 640.000;Tamanho do imóvel56-95 m²;Quantidade de quartos2-3;Quantidade de banheiros2;Quantidade de vagas de garagem1;Palmares;Rua Joaquim Ribeiro Costa
R$ 320.000;Tamanho do imóvel113 m²;Quantidade de quartos3;Quantidade de banheiros2;N/D;Centro;Rua dos Guaranis
R$ 880.000;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;São Pedro;Rua Viçosa
R$ 680.000;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Estoril;Rua Eugênio Vidigal Amaro
R$ 780.000;Tamanho do imóvel96 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem2;Ouro Preto;Rua Nízio Torres
R$ 430.000;Tamanho do imóvel60 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Jardim Atlântico;Rua Carlos Sá
R$ 605.078;Tamanho do imóvel59 m²;Quantidade de quartos3;Quantidade de banheiros1-2;Quantidade de vagas de garagem1-2;Estoril;Rua Paulo Piedade Campos
R$ 1.690.000;Tamanho do imóvel118-237 m²;Quantidade de quartos4;Quantidade de banheiros3;Quantidade de vagas de garagem3-5;Buritis;Rua Ernani Agricola
R$ 463.792;Tamanho do imóvel39 m²;Quantidade de quartos1;Quantidade de banheiros1;Quantidade de vagas de garagem1;Estoril;Rua Paulo Piedade Campos
R$ 957.990;Tamanho do imóvel73 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Coração de Jesus;Rua Professor Otto Cirne
R$ 452.000;Tamanho do imóvel43-45 m²;Quantidade de quartos1;Quantidade de banheiros2;Quantidade de vagas de garagem1;Ipiranga;Avenida Bernardo de Vasconcelos
R$ 620.000;Tamanho do imóvel90 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Copacabana;Rua Viena
R$ 1.794.695;Tamanho do imóvel152 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem3;Castelo;Rua Castelo de Abrantes
R$ 890.000;Tamanho do imóvel134 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem3;Itapoã;Rua José Oscar Barreira
R$ 5.500.000;Tamanho do imóvel199-516 m²;Quantidade de quartos4;Quantidade de banheiros5;Quantidade de vagas de garagem3-4;Lourdes;Rua Espírito Santo
R$ 320.000;Tamanho do imóvel51 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Castelo;Rua Conceição Aparecida Augsten
R$ 1.424.607;Tamanho do imóvel94-103 m²;Quantidade de quartos3-4;Quantidade de banheiros2-4;Quantidade de vagas de garagem2-3;Santo Antônio;Rua Abre Campo
R$ 1.330.000;Tamanho do imóvel116 m²;Quantidade de quartos3;Quantidade de banheiros4;Quantidade de vagas de garagem2;Castelo;Rua Castelo de Edimburgo
N/D;Tamanho do imóvel120 m²;Quantidade de quartos3;Quantidade de banheiros1;Quantidade de vagas de garagem3;Itapoã;Rua Sebastião Nepomuceno
R$ 550.000;Tamanho do imóvel103-104 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Santa Mônica;Rua dos Javaês
R$ 500.000;Tamanho do imóvel71 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Sagrada Família;Rua Alegrete
A partir de R$ 950.000;Tamanho do imóvel79 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Gutierrez;Rua Benjamim Jacob
R$ 450.000;Tamanho do imóvel72 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Salgado Filho;Rua Águas Formosas
R$ 700.000;Tamanho do imóvel195 m²;Quantidade de quartos3;Quantidade de banheiros3;N/D;Centro;Rua Rio de Janeiro
R$ 420.000;Tamanho do imóvel43-44 m²;Quantidade de quartos2;Quantidade de banheiros1;Quantidade de vagas de garagem1;Colégio Batista;Rua Itabira
R$ 1.269.470;Tamanho do imóvel71 m²;Quantidade de quartos3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Sion;Rua Assunção
R$ 495.000;Tamanho do imóvel68 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem1;Nova Vista;Rua José Silva Passos
R$ 520.000;Tamanho do imóvel56 m²;Quantidade de quartos2;Quantidade de banheiros2;Quantidade de vagas de garagem0-2;Buritis;Rua Ignácio Alves Martins
R$ 1.441.313;Tamanho do imóvel100 m²;Quantidade de quartos3;Quantidade de banheiros2;Quantidade de vagas de garagem2;Sion;Rua Assunção
R$ 350.000;Tamanho do imóvel83 m²;Quantidade de quartos3;Quantidade de banheiros1;N/D;Centro;Praça Rui Barbosa
R$ 2.284.000;Tamanho do imóvel100-113 m²;Quantidade de quartos2-3;Quantidade de banheiros3;Quantidade de vagas de garagem2;Savassi;Rua Tomé de Souza
